ID,Name,KG,For Sale,Sale Price,Fert/Day,Rarity,# Traits,Rarest Trait,Head,Neck,Torso,Feet,Tail,Body,Trim,Background,Lore,Flavour,Rank,Score,Floor Price,Last Price,Roosted
4588,,20,False,0,44,rare,6,elite,Hipster,,Banjo,Ball'n Chain,chikn Jockey,Snow White,,Field,,,1976,316.84,55,0,True
4589,,8,False,0,20,rare,6,elite,Celestial Comb,Chick Magnet,Big Stick,Buckaroo,,Nightstalker Blue,,Galactic Glitch,,,1575,344.29,55,0,True
4590,,33,False,0,70,nice,4,elite,Sombrero,,,Celestial Feet,,Snow White,,Galactic,,,3998,226.95,42,0,True
4591,,16,False,0,36,rare,4,legendary,Beanie,Coq Maxi,,,,Nightstalker Blue,,Field,,,1813,327.15,55,8.8,True
4592,,3,False,0,10,rare,4,elite,Feed Bag,,Home Run,,,Snow White,,Turquoisey,,,1708,333.45,55,0,True
4593,,3,False,0,10,rare,7,elite,Winterproof,Lei,GoldFish,Ball'n Chain,Gas Guzzler,Nightstalker Blue,,Turquoisey,,,1888,322.31,55,0,True
4594,,2,False,0,8,nice,3,elite,Beaker,,,,,Passion Red,,Cornhusk,,,3427,244.82,42,7.3,True
4595,Haymaker,29,True,999,62,nice,4,legendary,,Lei,Grande LeCoq,,,Passion Red,,Field,Make the most of the moment while opportunity lasts. Do something! ,Make hay while the sun shines,2710,276.07,42,8.55,True
4596,,35,False,0,74,rare,5,elite,Beaker,Stop Loss,Katana,,,Frog Green,,Plum,,,1591,343.19,55,12.25,True
4597,,24,True,400,52,nice,6,rare,Green Comb,Stop Loss,Spork,,,Passion Red,Black Trim,Periwinkle,,,5591,189.97,42,5,True
4598,,11,False,0,26,rare,5,elite,Golden Comb,Joseph Drip,Human Growth Hormones,,,Nightstalker Blue,,Vulcan,,,1837,325.81,55,10,True
4599,,6,True,67.5,16,rare,6,elite,Grandpa,Red Bowtie,Hoops,Red Stilettos,,Snow White,,Galactic,,,2013,314.73,55,0,True
4600,,40,False,0,84,rare,4,legendary,Quarter Pounder,,Bone,,,Frog Green,,Royale,,,1307,365.15,55,0,True
4601,,24,False,0,52,rare,3,legendary,Panic Buy,,,,,Frog Green,,Turquoisey,John 3:16,Jesus is King,1807,327.64,55,67.77,True
4602,,21,False,0,46,rare,5,legendary,,,Doctor Coq,Buckaroo,,Nightstalker Blue,Blue Trim,Solana,,,1465,351.8,55,8.88,True
4603,,28,False,0,60,rare,5,elite,,Prized Coq,Gameboi,Celestial Feet,,Snow White,,Vulcan,,,2269,299.8,55,9.39,True
4604,Love &amp; Death,28,False,0,60,rare,7,elite,Plague Doctor,Sash,Love Balloon,Celestial Feet,,Mutant Purple,Black Trim,Cornhusk,,,1527,347.4,55,9.5,True
4605,,36,False,0,76,rare,5,elite,,Chick Magnet,,Red Stilettos,,Mutant Purple,Atlantis Trim,Royale,,,2276,299.33,55,7.49,True
4606,,29,False,0,62,elite,6,legendary,Gentleman's Pipe,Bone Necklace,Doctor Coq,Golden Greaves,,Passion Red,,Tangerine,,,557,453.83,72,30,True
4607,Rubber Hose,42,False,0,88,rare,4,legendary,Bucket,,,All Stars,,Snow White,,Vermillion,,,1994,315.54,55,9.38,True
4608,,15,False,0,34,rare,5,elite,Hairy Old Man,,A Fresh Baguette,,Peacoq,Passion Red,,Turquoisey,,,1293,366.13,55,9.88,True
4609,,26,False,0,56,rare,5,legendary,Dirty Bird,Stop Loss,Grande LeCoq,,,Midnight,,Vermillion,,,1752,330.73,55,11,True
4610,,15,False,0,34,rare,6,elite,Jell-O,,Banger,All Stars,chikn Jockey,Snow White,,Royale,,,2044,312.75,55,9.38,True
4611,,35,False,0,74,nice,5,elite,Samurai,,Spork,Green Feet,,Snow White,,Galactic,,,2980,263.4,42,0,True
4612,,40,False,0,84,rare,6,legendary,Framez,Chick Magnet,Grande LeCoq,Croqs,,Snow White,,Venus,,,1390,357.73,55,0,True
4613,SpikeATron,16,False,0,36,nice,6,elite,Green Comb,Coq Tags,Rubber chikn,Spurs,,Mutant Purple,,Royale,,,5846,185.25,42,0,True
4614,,32,False,0,68,nice,4,elite,Golden Comb,Bitcoin Maxi,,,,Bullion,,Turquoisey,,,5885,184.5,42,14.2,True
4615,,35,False,0,74,rare,4,elite,Feed Bag,,,,chikn Jockey,Mutant Purple,,Farm,,,1483,350.08,55,12,True
4616,,6,False,0,16,rare,7,rare,Fez,Joseph Drip,Toot-Toot,Sneaker Head,Sword Tail,Snow White,,Cornhusk,,,1250,370.06,55,0,True
4617,,1,False,0,1,elite,4,legendary,Beaker,,Golden Breastplate,,,Nightstalker Blue,,Plum,,,381,493.64,72,0,True
4618,,24,False,0,52,elite,5,legendary,Hole in One,,Not Football,Iron Claw,,Snow White,,Turquoisey,,,763,419.92,72,13,True
4619,,20,False,0,44,nice,6,rare,Chef,Stop Loss,Spork,Red Feet,,Snow White,,Turquoisey,,,5300,195.77,42,6.29,True
4620,,11,False,0,26,rare,7,elite,Templar,Stethoscope,Breastplate,Green Feet,,Nightstalker Blue,Black Trim,Turquoisey,,,1586,343.57,55,0,True
4621,Chef Coq,25,False,0,54,elite,7,legendary,Chef,Purple Bowtie,Kevlar,Golden Greaves,,Snow White,Black Trim,Plum,,,800,415.84,72,150,True
4622,,24,False,0,52,nice,6,elite,Sesh Hat,Bitcoin Maxi,Shield,Red Feet,,Snow White,,Vibe,,,2815,271.23,42,7,True
4623,,55,False,0,114,elite,5,elite,Feed Bag,,Hendrix,Spurs,,Nightstalker Blue,,Galactic,,,331,508.98,72,14.88,True
4624,Mr. TP,38,False,0,80,elite,7,legendary,Panic Buy,Chick Magnet,Rubber chikn,Green Feet,Gas Guzzler,Passion Red,,Periwinkle,,,334,507.54,72,16,True
4625,Wonderboi,39,False,0,82,rare,5,elite,Green Comb,Prized Coq,Gameboi,,,Snow White,,Vulcan,,,2067,311.45,55,7.25,True
4626,,10,False,0,24,nice,4,nice,,Bandolier,,,Foliage,Snow White,,Turquoisey,,,5120,199.86,42,6.4,True
4627,,37,False,0,78,elite,7,legendary,3D Specs,Red Bowtie,Doctor Coq,All Stars,,Snow White,Black Trim,Turquoisey,,,820,413.48,72,17.88,True
4628,,5,True,99.66,14,elite,7,elite,3D Specs,Gwei Guzzler,Hoops,Red Feet,,Frog Green,Atlantis Trim,Tangerine,,,630,439.28,72,30,True
4629,,21,False,0,46,elite,6,legendary,Grandpa,Shoulder Armour,Doctor Coq,Celestial Feet,,Passion Red,,Periwinkle,,,918,401.48,72,30,True
4630,Fast Food Mogul,52,False,0,108,elite,5,legendary,Quarter Pounder,,Tweed,Green Feet,,Snow White,,Drummies,,,368,499.4,72,12.39,True
4631,,40,False,0,84,nice,4,elite,,,Human Growth Hormones,All Stars,,Frog Green,,Periwinkle,,,4318,217.88,42,3.4,True
4632,,26,False,0,56,rare,5,legendary,Quarter Pounder,Shoulder Armour,,Sneaker Head,,Snow White,,Tangerine,,,1511,348.34,55,9.38,True
4633,,21,False,0,46,nice,7,nice,PermaBull,Prized Coq,CD-RW,Red Feet,chikn Jockey,Snow White,,Turquoisey,,,3918,229.5,42,6.98,True
4634,,33,False,0,70,elite,5,legendary,Bucket,Coq Tags,Play Boy,,,Mutant Purple,,Turquoisey,,,367,499.46,72,11.75,True
4635,ultimate chikn slicer,25,False,0,54,nice,6,elite,Purple Comb,Sash,Fancy Sword,Black Stilettos,,Frog Green,,Venus,,,4334,217.61,42,8.35,True
4636,,42,False,0,88,elite,7,elite,Rosebud,Sash,Floppy Disk,Celestial Feet,WhaleGod,Nightstalker Blue,,Plum,,,327,509.4,72,10.99,True
4637,,24,False,0,52,elite,5,legendary,Boxhead,Joseph Drip,,Blue Timbs,,Snow White,,Solana,,,707,427.32,72,13.66,True
4638,,21,False,0,46,common,6,nice,Green Comb,Coq Tags,Shovel,Green Feet,,Snow White,,Plum,,,7881,149.56,35,5.96,True
4639,,36,False,0,76,common,4,rare,3D Specs,Bone Necklace,,,,Passion Red,,Cornhusk,,,9506,122.5,35,7.7,True
4640,,28,False,0,60,common,5,rare,Gentleman's Pipe,,Spork,All Stars,,Snow White,,Turquoisey,,,7971,148.13,35,15,True
4641,,51,False,0,106,common,4,nice,Fez,,Big Ol' Corn Cob,,,Passion Red,,Periwinkle,,,8546,139.07,35,6.97,True
4642,,25,False,0,54,nice,5,elite,,Golden Pauldrons,Saddle,All Stars,,Snow White,,Turquoisey,,,2853,269.06,42,3.2,True
4643,,9,False,0,22,common,4,elite,PermaBull,,,Blue Timbs,,Obsidian,,Plum,,,8576,138.67,35,2.88,True
4644,,34,False,0,72,nice,6,rare,Winterproof,Lei,Spelunker,Iron Claw,,Mutant Purple,,Vermillion,,,5665,188.51,42,13,True
4645,,29,False,0,62,rare,6,elite,Happy Birthday,Chick Magnet,Breastplate,Golden Feet,,Nightstalker Blue,,Farm,,,2173,305.52,55,6.2,True
4646,,29,False,0,62,common,5,rare,Grandpa,Stethoscope,9-iron,,,Snow White,,Periwinkle,,,7076,162.28,35,6,True
4647,,25,False,0,54,common,4,rare,Laser Eye,,Zippo,,,Snow White,,Periwinkle,,,7844,150.18,35,7.25,True
4648,,26,False,0,56,nice,5,elite,Snorkel,,The Key,Red Stilettos,,Passion Red,,Plum,,,5901,184.19,42,8,True
4649,Rootr,49,False,0,102,common,5,elite,Roodboi Rootie,Bandolier,,Black Stilettos,,Snow White,,Periwinkle,,,6906,165.21,35,4,True
4650,,42,False,0,88,common,5,elite,Fez,,A Fresh Baguette,Black Stilettos,,Snow White,,Turquoisey,,,6454,173.76,35,6.25,True
4651,,21,False,0,46,nice,6,rare,Happy Birthday,Stethoscope,Avax Banger,Golden Feet,,Mutant Purple,,Periwinkle,,,5943,183.27,42,15,True
4652,,50,False,0,104,elite,8,legendary,Bucket,Red Bowtie,A Fresh Baguette,Golden Feet,chikn Jockey,Passion Red,Black Trim,Plum,,,284,525.06,72,40,True
4653,,18,False,0,40,common,3,nice,,,,Red Feet,,Snow White,,Solana,,,11846,63.1,35,6.75,True
4654,,28,False,0,60,nice,6,nice,Snorkel,Prized Coq,Big Stick,Iron Claw,,Snow White,,Royale,,,5451,192.99,42,7.28,True
4655,,37,False,0,78,rare,6,elite,Daffy,Stop Loss,White T-Shirt,Blue Timbs,,Frog Green,,Periwinkle,,,1720,332.75,55,10.7,True
4656,,21,False,0,46,common,4,rare,,,Lord Quas,Green Feet,,Midnight,,Tangerine,,,9293,126.43,35,7,True
4657,,31,False,0,66,nice,7,rare,Grandpa,Coq Tags,Big Ol' Corn Cob,Red Feet,,Passion Red,Avax Trim,Periwinkle,,,3902,229.95,42,8.69,True
4658,Bok Lesnar,44,False,0,92,legendary,6,legendary,Smol Brain In Jar,,Rubber chikn,Blue Timbs,Prawn Coqtail,Mutant Purple,,Plum,,,38,713.77,130,35,True
4659,,25,False,0,54,common,5,rare,Chrome Dome,,,Green Feet,,Passion Red,Avax Trim,Vermillion,,,8329,142.4,35,6,True
4660,,18,False,0,40,nice,4,legendary,,,Tweed,Golden Greaves,,Snow White,,Royale,,,2521,285.44,42,12,True
4661,,28,False,0,60,rare,4,legendary,Green Party Hat,,,,,Snow White,Black Trim,Turquoisey,,,1671,336.7,55,55,True
4662,,5,False,0,14,common,5,rare,Coqpit Commander,Sash,,Celestial Feet,,Mutant Purple,,Vermillion,,,8907,133.05,35,0,True
4663,,1,False,0,1,common,3,rare,,,,Red Feet,,Passion Red,,Field,,,11532,78.13,35,0,False
4664,,17,False,0,38,nice,5,elite,Dirty Bird,,Fresh Fish,,,Obsidian,Blue Trim,Venus,,,4336,217.6,42,8.25,True
4665,,1,False,0,1,common,5,elite,Cap,,Toot-Toot,Spurs,,Snow White,,Cornhusk,,,8350,142.09,35,0,False
4666,,33,False,0,70,nice,5,elite,Daffy,Sash,,Red Stilettos,,Mutant Purple,,Farm,,,3942,228.45,42,6.5,True
4667,,29,False,0,62,rare,5,elite,Beaker,a little rag,,Red Stilettos,,Nightstalker Blue,,Turquoisey,,,2076,310.59,55,8.5,True
4668,,1,False,0,1,nice,6,elite,Beret,Lei,Saddle,Buckaroo,,Passion Red,,Plum,,,3499,242.08,42,0,False
4669,,1,False,0,1,common,5,rare,Dirty Bird,,Lord Quas,All Stars,,Snow White,,Tangerine,,,6962,164.23,35,0,False
4670,,32,False,0,68,common,3,nice,,,,Green Feet,,Snow White,,Solana,,,11841,63.5,35,7.1,True
4671,,26,False,0,56,common,4,nice,Hairy Old Man,Prized Coq,,,,Snow White,,Plum,,,10286,107.27,35,7.2,True
4672,,28,False,0,60,common,4,nice,Coachella,,Omelette,,,Snow White,,Cornhusk,,,8462,140.21,35,3.49,True
4673,,19,False,0,42,rare,5,elite,Sesh Hat,,Play Boy,Sneaker Head,,Bullion,,Cornhusk,,,2161,306,55,11.6,True
4674,,38,False,0,80,nice,6,rare,Coqpit Commander,a little rag,Not Football,Iron Claw,,Snow White,,Turquoisey,,,4676,209.61,42,10.5,True
4675,,19,False,0,42,nice,5,elite,Green Comb,Bandolier,Katana,,,Snow White,,Drummies,,,5837,185.36,42,3.3,True
4676,,27,False,0,58,common,4,nice,Woody,,,Buckaroo,,Nightstalker Blue,,Royale,,,9819,115.99,35,6.9,True
4677,,23,False,0,50,common,4,nice,Cap,,,Green Feet,,Nightstalker Blue,,Solana,,,10209,108.5,35,6.1,True
4678,,35,False,0,74,rare,3,legendary,Boxhead,,,,,Snow White,,Solana,,,1320,363.42,55,35,True
4679,,11,False,0,26,nice,6,rare,Winterproof,a little rag,Spork,All Stars,,Snow White,,Tangerine,,,5860,185.04,42,6.98,True
4680,,30,False,0,64,common,4,nice,,,Banger,Buckaroo,,Snow White,,Turquoisey,,,10570,102.66,35,7,True
4681,,13,False,0,30,nice,4,elite,Chrome Dome,Coq Tags,,,,Snow White,,Vaporwave,,,4751,208.06,42,22,True
4682,,25,False,0,54,common,3,nice,Laser Eye,,,,,Snow White,,Miami,,,10566,102.72,35,7,True
4683,,26,False,0,56,common,5,nice,Coachella,Lei,,Red Feet,,Snow White,,Tangerine,,,9468,123.41,35,4.94,True
4684,,18,True,300,40,common,6,nice,Cap,Red Bowtie,,Buckaroo,chikn Jockey,Passion Red,,Plum,,,6679,169.15,35,0,True
4685,,18,True,300,40,common,4,nice,Coqpit Commander,,,Red Feet,,Nightstalker Blue,,Royale,,,10271,107.54,35,0,True
4686,Adict Roostr,35,False,0,74,common,5,rare,Dirty Bird,,Zippo,Red Feet,,Mutant Purple,,Turquoisey,,,6909,165.15,35,7,True
4687,,26,False,0,56,nice,6,elite,Sunnies,Coq Tags,Boombox,Red Stilettos,,Snow White,,Cornhusk,,,3105,258.02,42,0,True
4688,,8,True,62,20,nice,6,elite,Cap,Stop Loss,Lord Quas,Spurs,,Snow White,,Plum,,,5015,202,42,0,True
4689,,22,False,0,48,common,4,nice,Green Comb,,,Iron Claw,,Nightstalker Blue,,Periwinkle,,,11510,78.82,35,7.2,True
4690,Yes2Roostr,20,False,0,44,legendary,7,legendary,Winterproof,,Saddle,Sneaker Head,Concorde,Snow White,Black Trim,Periwinkle,,,158,577.86,130,69.69,True
4691,,11,False,0,26,nice,4,elite,OASIS,,Hendrix,,,Passion Red,,Venus,,,2622,280.79,42,10.68,True
4692,Iceman,36,False,0,76,common,4,elite,,Gwei Guzzler,,Green Feet,,Nightstalker Blue,,Tangerine,,,7397,157.49,35,7.9,True
4693,,5,False,0,14,nice,4,elite,Templar,,,,Smokestack,Mutant Purple,,Miami,,,4592,211.39,42,0,True
4694,Croc Rocker,34,False,0,72,common,5,elite,,Make a Wish,Sword,Croqs,,Obsidian,,Periwinkle,,,6784,167.42,35,6.9,True
4695,,25,False,0,54,common,4,rare,Inherited Royalty,,,Buckaroo,,Snow White,,Plum,,,8300,142.89,35,7.77,True
4696,,28,False,0,60,nice,5,elite,Green Comb,,Zippo,Spurs,,Bullion,,Field,,,5001,202.3,42,0,True
4697,,28,False,0,60,common,5,nice,PermaBull,Red Bowtie,,Iron Claw,,Passion Red,,Solana,,,7549,155.07,35,0,True
4698,,19,False,0,42,common,4,rare,,Prized Coq,Bone,,,Passion Red,,Cornhusk,,,9032,131.2,35,7.98,True
4699,,23,False,0,50,nice,5,elite,SuperVillain,,Home Run,Greaves,,Nightstalker Blue,,Vibe,,,3352,247.23,42,0,True
4700,,30,False,0,64,nice,5,legendary,Green Comb,,Love Balloon,,,Celestial,Blue Trim,Cornhusk,,,4728,208.58,42,0,True
4701,,30,False,0,64,common,4,elite,Sunnies,,,Blue Timbs,,Snow White,,Field,,,8249,143.87,35,0,True
4702,,10,True,777,24,rare,4,legendary,,,Golden Breastplate,Croqs,,Passion Red,,Periwinkle,,,2176,305.47,55,7.5,True
4703,,20,False,0,44,nice,6,rare,Winterproof,Red Bowtie,Lord Quas,Ball'n Chain,,Snow White,,Turquoisey,,,5630,189.06,42,7.9,True
4704,,2,False,0,8,nice,4,elite,Grandpa,,GoldFish,,,Snow White,,Solana,,,3598,239.25,42,4.4,True
4705,Sir Sickle,36,False,0,76,nice,4,elite,Templar,,,Iron Claw,,Bullion,,Tangerine,,,5826,185.59,42,5.4,True
4706,,4,True,100,12,common,5,rare,Happy Birthday,,A Fresh Baguette,Green Feet,,Passion Red,,Field,,,6470,173.41,35,4.66,True
4707,,17,False,0,38,nice,4,elite,,,Starfish,Celestial Feet,,Snow White,,Vaporwave,,,5572,190.35,42,9.3,True
4708,,11,False,0,26,common,5,nice,Woody,Coq Tags,,Celestial Feet,,Snow White,,Vermillion,,,9135,129.22,35,6.4,True
4709,,50,False,0,104,nice,5,legendary,,Red Bowtie,,Golden Greaves,,Obsidian,Blue Trim,Vibe,,,4998,202.34,42,6.85,True
4710,,62,False,0,128,rare,4,legendary,Hole in One,,,Iron Claw,,Snow White,,Tangerine,,,1487,349.74,55,9.99,True
4711,,20,False,0,44,common,4,legendary,Beret,,,Golden Greaves,,Mutant Purple,,Vermillion,,,6900,165.35,35,40,True
4712,,15,False,0,34,common,6,nice,Cap,a little rag,Shield,Celestial Feet,,Snow White,,Plum,,,6207,178.18,35,6.4,True
4713,,18,False,0,40,common,5,elite,Beanie,,Big Ol' Corn Cob,Spurs,,Passion Red,,Cornhusk,,,7464,156.41,35,6.4,True
4714,,30,False,0,64,common,3,rare,,Coq Tags,,,,Mutant Purple,,Solana,,,11366,84.33,35,5.98,True
4715,,25,False,0,54,common,4,elite,Gentleman's Pipe,,,Spurs,,Passion Red,,Venus,,,9532,122.07,35,15,True
4716,,14,False,0,32,common,4,elite,Fez,,,Black Stilettos,,Mutant Purple,,Royale,,,8670,136.8,35,0,True
4717,,20,False,0,44,common,4,rare,Construction Helmet,,Starfish,,,Nightstalker Blue,,Plum,,,8016,147.44,35,6.9,True
4718,,26,False,0,56,rare,7,elite,Coachella,Golden Pauldrons,Big Stick,All Stars,Gas Guzzler,Snow White,,Plum,,,1748,331.06,55,8.9,True
4719,,40,False,0,84,nice,5,elite,SuperVillain,,Red T-Shirt,Red Feet,,Obsidian,,Cornhusk,,,2553,283.82,42,18.9,True
4720,,22,False,0,48,common,4,elite,OASIS,,,Spurs,,Mutant Purple,,Vermillion,,,6410,174.43,35,0,True
4721,,24,False,0,52,common,4,nice,Golden Comb,,,Celestial Feet,,Nightstalker Blue,,Venus,,,10769,98.48,35,9.3,True
4722,,12,False,0,28,common,4,elite,,,Boombox,Golden Feet,,Snow White,,Cornhusk,,,8534,139.21,35,7,True
4723,,2,False,0,8,rare,5,legendary,Robocoq,,Home Run,Green Feet,,Snow White,,Periwinkle,,,1142,379.96,55,0,True
4724,,10,False,0,24,nice,6,rare,Green Comb,Stop Loss,Omelette,All Stars,,Snow White,,Farm,,,4690,209.31,42,7,True
4725,,22,False,0,48,common,4,nice,,Coq Tags,Katana,,,Snow White,,Periwinkle,,,9812,116.11,35,0,True
4726,,1,False,0,1,nice,6,nice,Sunnies,,9-iron,Iron Claw,Gas Guzzler,Frog Green,,Plum,,,4453,214.96,42,7,False
4727,,36,False,0,76,nice,5,elite,Framez,Clockchain,Sword,,,Snow White,,Plum,,,5954,183.04,42,0,True
4728,,101,False,0,206,legendary,6,legendary,Beret,,Black T-Shirt,Rugged,Prawn Coqtail,Frog Green,,Vulcan,,,64,664.59,130,0,True
4729,,29,False,0,62,rare,7,elite,Purple Comb,Bone Necklace,Tweed,Green Feet,Gas Guzzler,Snow White,,Vibe,,,1342,361.74,55,11.48,True
4730,,59,False,0,122,rare,6,elite,Quarterback,Purple Bowtie,Banger,Red Stilettos,,Nightstalker Blue,,Field,,,1206,373.64,55,0,True
4731,,39,False,0,82,elite,7,elite,Construction Helmet,Chick Magnet,McFly,Red Feet,,Snow White,Atlantis Trim,Vermillion,,,779,417.84,72,0,True
4732,Timmy,42,False,0,88,rare,7,elite,Happy Birthday,a little rag,GoldFish,Croqs,,Snow White,Avax Trim,Atlantis,Who can resist the golden fish?!?!?,I'm going to get clucky tonight!,1395,357.29,55,0,True
4733,,14,True,40,32,common,5,rare,,Lei,CD-RW,Green Feet,,Mutant Purple,,Vermillion,,,9074,130.49,35,4.5,True
4734,,24,False,0,52,elite,7,elite,Daffy,Sash,Big Stick,Golden Feet,,Passion Red,Vulcan Trim,Vermillion,,,912,402.62,72,0,True
4735,,24,False,0,52,nice,4,elite,Woody,,Gameboi,,,Snow White,,Periwinkle,,,3057,260.57,42,0,True
4736,,27,False,0,58,nice,6,elite,Gas Mask,Bone Necklace,Hoops,Blue Timbs,,Snow White,,Plum,,,2445,289.16,42,0,True
4737,,20,False,0,44,elite,8,legendary,Roodboi Rootie,Purple Bowtie,Golden Breastplate,Ball'n Chain,Gas Guzzler,Snow White,Black Trim,Cornhusk,,,280,525.76,72,0,True
4738,,5,False,0,14,nice,6,rare,Daffy,Prized Coq,Avax Banger,All Stars,,Snow White,,Royale,,,3671,236.39,42,0,True
4739,,5,False,0,14,common,5,rare,Coqpit Commander,,Katana,Red Feet,,Mutant Purple,,Solana,,,6196,178.38,35,0,True
4740,,10,False,0,24,common,4,nice,,,Katana,Golden Feet,,Passion Red,,Cornhusk,,,10203,108.61,35,4.9,True
4741,,18,False,0,40,rare,5,elite,Gas Mask,Shoulder Armour,White T-Shirt,,,Passion Red,,Plum,,,1689,335.05,55,10.7,True
4742,,9,False,0,22,rare,7,legendary,Woody,Clockchain,Spork,Golden Greaves,,Frog Green,Avax Trim,Periwinkle,,,2130,307.2,55,8,True
4743,,13,False,0,30,common,5,nice,,Coq Tags,Banger,Golden Feet,,Snow White,,Royale,,,8978,131.78,35,8.5,True
4744,,37,False,0,78,rare,5,legendary,Construction Helmet,,Doctor Coq,,,Snow White,Avax Trim,Venus,,,1048,387.93,55,0,True
4745,,1,False,0,1,nice,5,elite,Templar,,Banger,Greaves,,Mutant Purple,,Farm,,,3067,259.97,42,0,True
4746,,1,False,0,1,common,4,elite,,Chick Magnet,,Red Feet,,Passion Red,,Periwinkle,,,11024,93.5,35,0,True
4747,,24,True,65,52,nice,6,elite,Batter-Up,Stethoscope,Love Balloon,Greaves,,Snow White,,Vibe,,,2616,281.08,42,7,True
4748,,29,False,0,62,nice,5,elite,,Sash,Breastplate,Red Feet,,Snow White,,Turquoisey,,,5516,191.6,42,6.6,True
4749,,19,False,0,42,common,3,Common,,,Spork,,,Snow White,,Turquoisey,,,11337,85.28,35,0,True
4750,,19,False,0,42,common,4,nice,,a little rag,,Green Feet,,Passion Red,,Tangerine,,,11528,78.21,35,0,True
4751,,25,False,0,54,common,5,nice,Green Comb,,CD-RW,Celestial Feet,,Frog Green,,Plum,,,9170,128.74,35,0,True
4752,,16,False,0,36,nice,5,elite,Purple Comb,Stop Loss,Saddle,,,Frog Green,,Plum,,,4828,206.06,42,0,True
4753,,44,False,0,92,common,5,nice,,Lei,Shield,Golden Feet,,Frog Green,,Plum,,,8791,134.99,35,0,True
4754,,45,False,0,94,common,4,nice,Winterproof,Lei,,,,Passion Red,,Vermillion,,,9906,114.15,35,55,True
4755,,20,False,0,44,nice,5,rare,,Shoulder Armour,Zippo,Croqs,,Mutant Purple,,Miami,,,5824,185.64,42,0,True
4756,,11,False,0,26,common,5,nice,,Lei,Big Stick,Golden Feet,,Snow White,,Plum,,,9439,123.89,35,6.3,True
4757,,24,False,0,52,common,5,elite,,Clockchain,Banjo,Golden Feet,,Snow White,,Turquoisey,,,6586,171.16,35,0,True
4758,,28,False,0,60,nice,5,legendary,,Coq Tags,Grande LeCoq,Blue Timbs,,Passion Red,,Royale,,,2533,284.73,42,0,True
4759,,1,False,0,1,common,4,nice,Hairy Old Man,,,Croqs,,Snow White,,Vermillion,,,10474,104.47,35,0,True
4760,,1,False,0,1,common,5,rare,Chrome Dome,,Sword,Celestial Feet,,Snow White,,Vibe,,,6462,173.56,35,0,True
4761,,29,False,0,62,common,3,rare,,,,Ball'n Chain,,Passion Red,,Venus,,,11541,77.66,35,0,True
4762,,29,False,0,62,rare,7,elite,Coqpit Commander,Red Bowtie,Red T-Shirt,Sneaker Head,chikn Jockey,Snow White,,Vermillion,,,2058,311.78,55,0,True
4763,,22,False,0,48,elite,6,legendary,Green Party Hat,Clockchain,Big Stick,Celestial Feet,,Nightstalker Blue,,Cornhusk,,,708,427.22,72,13.5,True
4764,,30,False,0,64,common,5,elite,PermaBull,Coq Tags,,Spurs,,Nightstalker Blue,,Turquoisey,,,8537,139.18,35,0,True
4765,,2,False,0,8,common,4,nice,Beret,,,Celestial Feet,,Nightstalker Blue,,Vermillion,,,10355,106.31,35,0,True
4766,,26,False,0,56,common,5,rare,Chrome Dome,Stop Loss,,All Stars,,Mutant Purple,,Venus,,,6567,171.55,35,8.8,True
4767,,30,False,0,64,nice,6,elite,Happy Birthday,Bone Necklace,Hoops,Blue Timbs,,Frog Green,,Vibe,,,3714,235.21,42,0,True
4768,,30,False,0,64,common,4,rare,Golden Comb,,,Golden Feet,,Mutant Purple,,Tangerine,,,11283,86.99,35,0,True
4769,,32,False,0,68,nice,5,elite,Chrome Dome,Chick Magnet,Sword,,,Snow White,,Turquoisey,,,5672,188.38,42,0,True
4770,,24,False,0,52,nice,6,elite,Framez,Purple Bowtie,Spelunker,Greaves,,Obsidian,,Atlantis,,,2672,277.77,42,6.5,True
4771,,19,False,0,42,common,4,elite,,Stethoscope,,Black Stilettos,,Frog Green,,Turquoisey,,,10601,102.05,35,14,True
4772,,26,False,0,56,common,5,Common,Dirty Bird,Prized Coq,,Red Feet,,Snow White,,Vermillion,,,9717,118.49,35,7.7,True
4773,,31,False,0,66,common,5,rare,,Purple Bowtie,McFly,All Stars,,Snow White,,Tangerine,,,6717,168.55,35,5.5,True
4774,,25,False,0,54,common,5,rare,Dirty Bird,Bandolier,,Iron Claw,,Midnight,,Plum,,,7537,155.36,35,8.5,True
4775,,19,False,0,42,common,5,elite,Winterproof,Stethoscope,,Iron Claw,,Obsidian,,Miami,,,7109,161.62,35,7.1,True
4776,,27,True,99,58,nice,5,elite,Batter-Up,,,Green Feet,,Midnight,Avax Trim,Solana,,,4338,217.52,42,8.5,True
