ID,Name,KG,For Sale,Sale Price,EGG/Day,Rarity,# Traits,Rarest Trait,Head,Neck,Torso,Feet,Tail,Body,Trim,Background,Lore,Flavour,Rank,Score,Floor Price,Last Price,Roosted
1608,,24,False,0,6.75,common,5,nice,pixel cigarette,hairy old man,,,red plumage,passion red,,tangerine,,,8005,108.65,93,28.98,True
1609,,55,False,0,14.5,nice,7,rare,black sweatband,hairy old man,,red feet,red plumage,passion red,space trim,royale,,,2481,191.14,95,22,True
1610,,29,False,0,8,common,4,nice,,,old fashioned romance,purple feet,,frognation green,,vermillion,,,9733,78.2,93,34.5,True
1611,,50,False,0,13.25,common,5,rare,blue mage,blue bandana,,blue feet,,passion red,,plum,,,6331,128.8,93,6,True
1612,Gary,35,True,385,9.5,elite,5,legendary,,red bowtie,big ol corn cob,,,passion red,black trim,galactic,,,609,280.7,145,30,True
1613,,40,False,0,10.75,nice,7,rare,top of the morning,black bandana,old fashioned romance,blue feet,,nightstalker blue,blue trim,plum,,,3227,174.24,95,7.2,True
1614,,43,False,0,11.5,nice,5,legendary,,,spell wand,purple feet,big mama fat pipes,nightstalker blue,,vibe,,,2918,180.79,95,26.9,True
1615,,18,False,0,5.25,common,5,rare,covid safe,black bandana,,,liarliar,nightstalker blue,,venus,,,6415,127.84,93,19.5,True
1616,chikn #1616,41,False,0,11,nice,6,rare,hothead,,peacemaker,red feet,gas guzzler,rustic brown,,venus,,,2429,192.5,95,48.3,True
1617,,46,False,0,12.25,common,5,nice,gentleman's pipe,,,,nyan,rustic brown,blue trim,vermillion,,,8124,106.96,93,13.5,True
1618,,59,False,0,15.5,legendary,7,legendary,daft punk,red bowtie,blue bag,green feet,very fresh egg,passion red,,vermillion,,,50,479.36,300,68,True
1619,,23,False,0,6.5,nice,5,rare,charcoal brunette,,,green feet,golden egg,nightstalker blue,,periwinkle,,,3000,179.24,95,11.8,True
1620,Galactic Goose,43,False,0,11.5,legendary,6,legendary,avax safety officer,,,red feet,golden egg,nightstalker blue,black trim,galactic, I hope it's AVAX this mf right hurr aint cheap,"What tf is in this golden egg, devs? ",160,387.26,300,119,True
1621,,46,False,0,12.25,common,5,rare,,chicken choker,spell wand,blue feet,,mutant purple,,tangerine,,,6616,125.46,93,26.8,True
1622,,1,False,0,1,nice,5,rare,construction helmet,blue bandana,,green feet,,gameboy,,venus,,,4250,157.47,95,0,False
1623,,26,False,0,7.25,nice,5,rare,covid safe,red bandana,,red vans,,frognation green,,solana,,,3628,167.01,95,2,True
1624,,21,False,0,6,common,4,rare,,,,blue feet,orange plumage,nightstalker blue,,tangerine,,,9933,66.98,93,26,True
1625,,44,False,0,11.75,common,6,nice,,purple bowtie,peacemaker,purple feet,very fresh egg,passion red,,cornhusk,,,8706,99.08,93,0,True
1626,,44,False,0,11.75,common,5,rare,purple sweatband,,blue bag,green kicks,,mutant purple,,vermillion,,,5950,133.94,93,0,True
1627,,45,False,0,12,rare,7,elite,pillager,blue bandana,fresh fish,blue feet,golden plumage,pixel-chan,,cloud,,,995,251.39,138,35,True
1628,,44,False,0,11.75,nice,5,rare,savage beast,ethereum bling,,blue kicks,,rustic brown,,nugget,,,4949,147.26,95,16,True
1629,,25,False,0,7,common,6,nice,red mage,,old fashioned romance,blue feet,nyan,passion red,,plum,,,7216,118.11,93,37.5,True
1630,,40,False,0,10.75,rare,5,rare,all seeing eye,ethereum gwei guzzler,,purple feet,,rustic brown,,vermillion,,,1039,249.06,138,30,True
1631,Chiknator,24,True,150,6.75,rare,5,rare,laser eye,,peacemaker,purple feet,,pixel-chan,,periwinkle,,,1557,221.01,138,1.5,True
1632,,39,False,0,10.5,common,3,rare,,black bandana,,,,rustic brown,,vermillion,,,8919,96.06,93,2.25,True
1633,,46,False,0,12.25,common,5,rare,pillager,chicken choker,,blue feet,,rustic brown,,miami,,,7552,114.23,93,24.5,True
1634,,14,False,0,4.25,common,5,nice,nerdlinger,,peacemaker,,nyan,mutant purple,,cornhusk,,,8584,100.74,93,4,True
1635,,49,False,0,13,elite,6,legendary,super saiyan,hairy old man,,real feet,red plumage,frognation green,,vibe,,,462,297.77,145,0,True
1636,,1,False,0,1,nice,5,elite,deal with it,,,red feet,nyan,nightstalker blue,,farm,,,4642,151.53,95,0,False
1637,,46,False,0,12.25,nice,6,nice,pillager,wage slave,blue bag,black vans,,nightstalker blue,,venus,,,4271,157.18,95,45,True
1638,,18,False,0,5.25,common,5,nice,cool dude 69,purple bowtie,,,nyan,rustic brown,,periwinkle,,,8565,101.23,93,0,True
1639,,36,False,0,9.75,common,5,nice,,mim bling,summer days,blue feet,,nightstalker blue,,venus,,,8541,101.61,93,13.6,True
1640,,38,False,0,10.25,rare,6,rare,frothy crown,purple bowtie,fresh fish,rollerderby,,rustic brown,,vermillion,,,1834,209.95,138,15.99,True
1641,,18,False,0,5.25,nice,5,elite,top of the morning,avax bling,,purple feet,,crystalé,,vermillion,,,4068,160.26,95,16.95,True
1642,,8,False,0,2.75,rare,6,legendary,,avax degen,old fashioned romance,blue kicks,,rustic brown,space trim,vermillion,,,845,260.82,138,0,True
1643,,9,False,0,3,nice,4,rare,cheeky redhead,,,,orange plumage,passion red,,plum,,,4571,152.72,95,0,True
1644,,8,False,0,2.75,common,5,nice,,purple bowtie,,green feet,liarliar,rustic brown,,tangerine,,,9827,73.56,93,0,True
1645,,8,False,0,2.75,elite,5,legendary,low vision admiral,,,purple feet,nyan,mutant purple,,galactic,,,307,330.27,145,0,True
1646,,30,False,0,8.25,common,5,rare,,black bandana,old fashioned romance,,gas guzzler,nightstalker blue,,periwinkle,,,7661,112.85,93,22.9,True
1647,,8,False,0,2.75,nice,6,rare,crusader,bitcoin bling,big ol corn cob,blue kicks,,passion red,,nugget,,,2279,196.06,95,0,True
1648,,15,False,0,4.5,nice,6,rare,uniquehorn,hairy old man,,red feet,,pixel-chan,blue trim,plum,,,4997,146.57,95,9.2,True
1649,,22,False,0,6.25,common,5,nice,savage beast,,,black vans,red plumage,mutant purple,,vermillion,,,6934,121.71,93,24,True
1650,,29,False,0,8,common,6,nice,top of the morning,bitcoin bling,,blue feet,nyan,passion red,,royale,,,6534,126.4,93,20,True
1651,Eggy Sue,45,False,0,12,rare,4,legendary,goose,black bandana,,,,celestial,,periwinkle,A small town hen with big city dreams. I love getting dirty on the farm but who doesn’t like to get glammed up every once in a while too?,"If you want the rainbow, you gotta put up with the rain!",860,259.8,138,30.69,True
1652,,28,False,0,7.75,common,6,nice,savage beast,chains for days,blue bag,purple feet,,passion red,,cornhusk,,,5532,139.57,93,10,True
1653,,39,False,0,10.5,common,5,nice,,ethereum bling,a fresh baguette,black vans,,nightstalker blue,,vermillion,,,7715,112.14,93,10,True
1654,,6,False,0,2.25,nice,6,elite,,avax bling,human growth hormones,purple feet,,mutant purple,cloud trim,tangerine,,,3565,168.07,95,0,True
1655,,3,False,0,1.5,common,4,legendary,,,,,big mama fat pipes,gameboy,blue trim,vermillion,,,6658,124.99,93,0,True
1656,,2,False,0,1.25,common,5,nice,,hairy old man,blue bag,,red plumage,rustic brown,,periwinkle,,,9670,79.87,93,0,True
1657,,3,False,0,1.5,common,3,nice,,,,purple feet,,mutant purple,,plum,,,8845,97.27,93,0,True
1658,,13,False,0,4,rare,5,elite,super saiyan,red bowtie,,,led,frognation green,,farm,,,1071,246.71,138,0,True
1659,,5,False,0,2,nice,6,rare,black sweatband,black bandana,old fashioned romance,,,rustic brown,blue trim,nugget,,,3640,166.78,95,0,True
1660,,7,False,0,2.5,rare,7,elite,pillager,purple bowtie,spell wand,purple leather boots,nyan,passion red,,cloud,,,824,262.4,138,0,True
1661,,11,False,0,3.5,rare,5,elite,nerdlinger,bitcoin maxi,,green kicks,,nightstalker blue,,turquoisey,,,1072,246.63,138,0,True
1662,,45,False,0,12,nice,7,rare,deal with it,red bowtie,summer days,,nyan,rustic brown,avax trim,vibe,,,3869,163.34,95,35,True
1663,,43,False,0,11.5,nice,5,rare,purple sweatband,,spell wand,purple feet,,bullion,,cornhusk,,,2926,180.63,95,4,True
1664,,48,False,0,12.75,elite,7,rare,frothy crown,purple bowtie,big bag of cash,red vans,led,rustic brown,,solana,,,758,267.02,145,0,True
1665,Bok Cousteau,46,False,0,12.25,common,5,nice,gentleman's pipe,,hentai,red feet,,mutant purple,,cornhusk,,,6125,131.73,93,2.8,True
1666,,59,False,0,15.5,nice,5,rare,gentleman's pipe,black bandana,,green kicks,,rustic brown,,cornhusk,,,4414,155.13,95,26.5,True
1667,,18,False,0,5.25,common,5,nice,blue mage,chains for days,hentai,,,nightstalker blue,,royale,,,5015,146.42,93,7.8,True
1668,,46,False,0,12.25,common,4,nice,gentleman's pipe,,,,very fresh egg,nightstalker blue,,solana,,,8293,104.92,93,28,True
1669,,47,False,0,12.5,nice,6,legendary,admiral,bitcoin bling,big ol corn cob,,big mama fat pipes,gameboy,,periwinkle,,,2790,183.59,95,2,True
1670,,45,False,0,12,rare,5,elite,crusader,,,comfortable uggs,liarliar,crystalé,,cornhusk,,,1751,212.89,138,55.55,True
1671,,7,False,0,2.5,legendary,7,legendary,boxhead,hairy old man,captain chimerica,purple feet,,frognation green,black trim,plum,,,85,447.32,300,0,True
1672,,50,False,0,13.25,rare,6,legendary,hubba bubba,blue bandana,peacemaker,,big mama fat pipes,pixel-chan,,venus,,,1669,215.99,138,19,True
1673,,45,False,0,12,common,4,elite,,,,,red plumage,nightstalker blue,cloud trim,cloud,,,5380,141.54,93,34,True
1674,,29,False,0,8,common,5,rare,,dollar chain,a fresh baguette,green feet,,frognation green,,miami,,,8225,105.82,93,19.5,True
1675,Harry Coqtter,26,True,350,7.25,legendary,8,elite,blue mage,blue bandana,blue bag,red feet,liarliar,pixel-chan,cloud trim,vermillion,,,174,379.73,300,59,True
1676,,32,False,0,8.75,common,4,rare,,,summer days,,orange plumage,nightstalker blue,,vermillion,,,9910,68.38,93,9.8,True
1677,,45,False,0,12,common,5,nice,savage beast,,cutlass,blue feet,,mutant purple,,vermillion,,,8123,106.98,93,30,True
1678,,24,False,0,6.75,nice,6,rare,covid safe,red bowtie,big bag of cash,,nyan,pixel-chan,,vermillion,,,3968,161.83,95,26,True
1679,GoldenKeggs,47,True,1111,12.5,common,4,rare,cool dude 69,,,,golden egg,passion red,,vermillion,,,7822,110.71,93,33.75,True
1680,,31,False,0,8.5,nice,6,rare,,wage slave,human growth hormones,green kicks,gas guzzler,gameboy,,vermillion,,,3892,162.88,95,27,True
1681,,40,False,0,10.75,common,5,Common,,,old fashioned romance,blue feet,liarliar,mutant purple,,cornhusk,,,9961,64.49,93,24.8,True
1682,,42,False,0,11.25,nice,7,rare,covid safe,wage slave,big bag of cash,purple feet,liarliar,rustic brown,,turquoisey,,,2268,196.29,95,0,True
1683,King Cluck McNugget,42,False,0,11.25,elite,6,elite,inherited royalty,avax bling,,blue feet,orange plumage,nightstalker blue,,nugget,,,602,281.73,145,0,True
1684,,42,False,0,11.25,nice,6,rare,cool dude 69,hairy old man,mighty broadsword,green kicks,,frognation green,,cornhusk,,,3996,161.41,95,0,True
1685,,53,False,0,14,rare,5,elite,cool dude 69,mim og,,,orange plumage,passion red,,cloud,,,1158,241.83,138,28,True
1686,,32,False,0,8.75,common,4,rare,purple sweatband,,,,very fresh egg,frognation green,,nugget,,,8251,105.49,93,10.9,True
1687,,46,False,0,12.25,rare,6,rare,goose,avax bling,fresh fish,rollerderby,,mutant purple,,cornhusk,,,1304,233.8,138,79,True
1688,,23,True,154,6.5,common,6,rare,pixel cigarette,,peacemaker,green feet,,mutant purple,avax trim,vibe,,,5033,146.14,93,70,True
1689,,43,False,0,11.5,nice,5,rare,moustache,red bandana,,rollerderby,,passion red,,royale,,,3280,172.98,95,12.7,True
1690,,27,False,0,7.5,common,5,rare,savage beast,purple bowtie,,blue kicks,,frognation green,,nugget,,,5887,134.78,93,14.7,True
1691,,45,False,0,12,common,5,nice,,chains for days,blue bag,purple feet,,frognation green,,turquoisey,,,8046,108.05,93,32,True
1692,,35,False,0,9.5,common,4,nice,pillager,,,green feet,,frognation green,,cornhusk,,,9509,84.49,93,38.79,True
1693,,32,False,0,8.75,nice,5,elite,lucky blue cap,,a fresh baguette,,red plumage,pixel-chan,,cloud,,,3492,169.44,95,27,True
1694,,50,False,0,13.25,common,4,rare,,,a fresh baguette,green feet,,mutant purple,,miami,,,9556,83.47,93,28.9,True
1695,,9,False,0,3,common,5,legendary,,bitcoin bling,,red feet,big mama fat pipes,passion red,,royale,,,5602,138.5,93,0,True
1696,,39,False,0,10.5,common,4,rare,covid safe,,,,golden egg,gameboy,,vermillion,,,7164,118.74,93,13,True
1697,,42,False,0,11.25,common,6,rare,,ethereum bling,,red feet,nyan,rustic brown,avax trim,vibe,,,6377,128.29,93,33,True
1698,,1,False,0,1,common,5,nice,pillager,,blue bag,blue feet,,passion red,,cornhusk,,,9309,89.09,93,0,False
1699,,1,False,0,1,common,5,rare,gentleman's pipe,,spell wand,blue feet,,mutant purple,,tangerine,,,5366,141.69,93,0,False
1700,,1,False,0,1,nice,6,nice,construction helmet,dollar chain,popsicle,,red plumage,gameboy,,cornhusk,,,3961,161.91,95,0,False
1701,,1,False,0,1,common,4,nice,,,,,very fresh egg,gameboy,blue trim,venus,,,8694,99.27,93,0,False
1702,,1,False,0,1,rare,4,elite,pineapple,,fresh fish,,,mutant purple,,turquoisey,,,1113,244.1,138,0,False
1703,,41,False,0,11,common,4,nice,purple sweatband,,human growth hormones,,,rustic brown,,solana,,,7555,114.21,93,2,True
1704,,33,False,0,9,nice,5,rare,goose,hairy old man,,red feet,,rustic brown,,cornhusk,,,4323,156.62,95,99,True
1705,,36,False,0,9.75,nice,5,rare,hothead,mim bling,,blue feet,,pixel-chan,,venus,,,2793,183.54,95,29.2,True
1706,,28,False,0,7.75,legendary,5,legendary,pineapple,chains for days,business boy,,,frognation green,,miami,,,83,450.13,300,0,True
1707,,51,False,0,13.5,common,3,elite,,,nugget wand,,,frognation green,,plum,,,5059,145.75,93,34,True
1708,Captain Feather McEther,37,False,0,10,rare,6,rare,admiral,ethereum gwei guzzler,hentai,purple feet,,passion red,,tangerine,,,1050,248.24,138,36,True
1709,,40,False,0,10.75,nice,5,rare,hothead,,blue bag,purple feet,,nightstalker blue,,vibe,,,3151,175.99,95,45,True
1710,Phat Chad McCoq,16,False,0,4.75,nice,5,rare,pixel cigarette,,midas muscles,,orange plumage,passion red,,vermillion,,,4166,158.66,95,0,True
1711,,37,False,0,10,elite,7,rare,charcoal brunette,wage slave,big bag of cash,rollerderby,red plumage,passion red,,cornhusk,,,607,281.02,145,42,True
1712,,46,False,0,12.25,nice,4,elite,mysterious fez,,blue bag,,,crystalé,,royale,,,2380,193.4,95,30,True
1713,Gregg,18,False,0,5.25,common,4,nice,,avax bling,,red vans,,rustic brown,,royale,,,8119,107.01,93,0,True
1714,Egg Dealer Steve,16,False,0,4.75,nice,6,rare,maverick,,big bag of cash,red feet,very fresh egg,mutant purple,,plum,,,3768,164.72,95,0,True
1715,,15,False,0,4.5,nice,5,elite,top of the morning,,,red leather boots,red plumage,gameboy,,venus,,,2326,194.97,95,27,True
1716,,46,False,0,12.25,nice,5,rare,smoking lounge,mim bling,,,gas guzzler,frognation green,,cornhusk,,,3164,175.64,95,30,True
1717,,49,False,0,13,nice,5,rare,saint,ethereum bling,human growth hormones,,,gameboy,,periwinkle,,,2325,194.97,95,51,True
1718,,38,False,0,10.25,common,5,Common,nerdlinger,purple bowtie,,green feet,,mutant purple,,cornhusk,,,8934,95.83,93,0,True
1719,,55,False,0,14.5,common,4,nice,,,,blue feet,nyan,gameboy,,vermillion,,,9943,66.02,93,0,True
1720,,55,False,0,14.5,nice,5,rare,sucker,,mighty broadsword,purple leather boots,,frognation green,,vermillion,,,3572,167.96,95,0,True
1721,,55,False,0,14.5,elite,6,elite,super saiyan,blue bandana,popsicle,blue kicks,,passion red,,turquoisey,,,599,282.5,145,0,True
1722,,55,False,0,14.5,elite,6,legendary,boxhead,,big ol corn cob,red feet,liarliar,frognation green,,vermillion,,,274,339.14,145,0,True
1723,,55,False,0,14.5,common,5,nice,moustache,,peacemaker,,nyan,rustic brown,,turquoisey,,,8237,105.73,93,0,True
1724,,55,False,0,14.5,common,4,nice,,bitcoin bling,,,nyan,gameboy,,plum,,,8977,95.27,93,0,True
1725,,55,True,1000,14.5,nice,3,nice,frothy crown,,,,,frognation green,,solana,,,3868,163.36,95,0,True
1726,,55,False,0,14.5,common,4,nice,,,summer days,,very fresh egg,rustic brown,,periwinkle,,,9878,70.67,93,0,True
1727,,55,False,0,14.5,nice,7,elite,savage beast,hairy old man,nugget wand,red feet,red plumage,mutant purple,,vermillion,,,2107,200.97,95,0,True
1728,,55,False,0,14.5,common,3,rare,,,summer days,,,passion red,,miami,,,8720,98.82,93,0,True
1729,,55,False,0,14.5,common,5,nice,,chains for days,,black vans,liarliar,rustic brown,,vermillion,,,8295,104.89,93,0,True
1730,,55,False,0,14.5,common,4,nice,construction helmet,,big ol corn cob,,,nightstalker blue,,vermillion,,,8895,96.48,93,0,True
1731,,1,False,0,1,common,4,rare,,,old fashioned romance,red feet,,nightstalker blue,,nugget,,,9066,93.51,93,0,False
1732,,1,False,0,1,common,5,rare,,hairy old man,,green feet,,rustic brown,space trim,periwinkle,,,7339,116.72,93,0,False
1733,,1,False,0,1,elite,5,legendary,boxhead,dollar chain,big ol corn cob,,,mutant purple,,periwinkle,,,253,343.71,145,0,False
1734,,1,False,0,1,nice,5,rare,cheeky redhead,avax bling,big bag of cash,,,nightstalker blue,,cornhusk,,,2197,198.52,95,0,False
1735,,1,False,0,1,nice,6,rare,,red bowtie,big bag of cash,red feet,orange plumage,pixel-chan,,cornhusk,,,4869,148.38,95,0,False
1736,,1,False,0,1,nice,4,elite,,mim og,,,gas guzzler,nightstalker blue,,cornhusk,,,3035,178.45,95,0,False
1737,,1,False,0,1,nice,6,rare,goose,wage slave,a fresh baguette,blue feet,,rustic brown,,periwinkle,,,3015,178.83,95,0,False
1738,,1,False,0,1,nice,5,rare,hothead,red bowtie,summer days,,,rustic brown,,vermillion,,,4986,146.74,95,0,False
1739,,1,False,0,1,common,4,rare,,dollar chain,big bag of cash,,,pixel-chan,,vermillion,,,6225,130.21,93,0,False
1740,,1,False,0,1,common,6,rare,,avax bling,a fresh baguette,purple feet,golden egg,frognation green,,royale,,,5636,137.92,93,0,False
1741,,29,False,0,8,nice,6,nice,covid safe,chains for days,fresh fish,,red plumage,nightstalker blue,,tangerine,,,4947,147.28,95,6,True
1742,,40,False,0,10.75,nice,7,nice,nerdlinger,ethereum bling,big ol corn cob,blue feet,led,rustic brown,,tangerine,,,4309,156.75,95,42,True
1743,,25,False,0,7,nice,7,rare,black sweatband,avax bling,a fresh baguette,green feet,golden egg,mutant purple,,cornhusk,,,3562,168.08,95,31,True
1744,,50,False,0,13.25,nice,6,rare,low vision admiral,hairy old man,big ol corn cob,blue feet,,pixel-chan,,turquoisey,,,3532,168.64,95,62,True
1745,,31,False,0,8.5,legendary,8,rare,hothead,avax bling,human growth hormones,red feet,nyan,rustic brown,avax trim,cornhusk,,,194,368.79,300,145,True
1746,,50,False,0,13.25,common,5,rare,purple sweatband,purple bowtie,,red vans,,passion red,,miami,,,5326,142.17,93,35.69,True
1747,,6,False,0,2.25,elite,6,elite,icey stare,second head,a fresh baguette,red feet,,frognation green,,vermillion,,,235,349.77,145,0,True
1748,,2,False,0,1.25,rare,5,rare,golden blonde,,midas muscles,,led,nightstalker blue,,tangerine,,,1962,205.56,138,0,True
1749,,10,False,0,3.25,elite,6,legendary,pineapple,purple bowtie,blue bag,,big mama fat pipes,rustic brown,,cornhusk,,,589,283.22,145,0,True
1750,,15,True,5000,4.5,legendary,6,elite,inherited royalty,ethereum bling,,black vans,,bullion,cloud trim,vermillion,,,192,369.86,300,0,True
1751,,2,False,0,1.25,common,6,rare,deal with it,,a fresh baguette,blue feet,orange plumage,frognation green,,nugget,,,6244,130.11,93,0,True
1752,,3,False,0,1.5,common,3,nice,lucky blue cap,,,,,mutant purple,,venus,,,5648,137.69,93,0,True
1753,,1,False,0,1,nice,5,rare,mfd,red bowtie,,,orange plumage,rustic brown,,solana,,,4074,160.16,95,0,True
1754,,3,False,0,1.5,common,5,rare,maverick,wage slave,,,nyan,passion red,,miami,,,7003,120.77,93,0,True
1755,,2,False,0,1.25,elite,6,elite,inherited royalty,purple bowtie,,blue feet,very fresh egg,nightstalker blue,,nugget,,,730,268.75,145,0,True
1756,,12,False,0,3.75,common,5,rare,hubba bubba,,blue bag,,golden egg,nightstalker blue,,vibe,,,5491,140.15,93,0,True
1757,Buzz Aldrhen,31,True,1969,8.5,elite,4,legendary,,,nugget wand,green feet,,celestial,,moon,,,619,279.63,145,0,True
